,Date,Tweet,Tweet Source,Retweets,Likes,Location,Clean Tweet,SS
3452,2020-12-18 06:02:00,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers https://t.co/a7zb7JMIhS",Twitter for Android,0,0,"Nalikul,Haripal, Hooghly",know the fact about now forever,POSITIVE
3453,2020-12-18 06:01:50,"@aajtak @SwetaSinghAT Send a copy to Vulture Pidi dynasty @INCIndia  🤴👸on vacation while bunch of poor farmers used as fodder,have no idea for what protesting for as #FarmersBill is for their liberty from dynasty looter slavery Need to educate save them from vulture🤴 #FarmersWithModi  @gauravbh",Twitter for iPhone,0,1,,send copy vulture pidi dynasty vacation while bunch poor farmers used fodderhave idea for what protesting for for their liberty from dynasty looter slavery need educate save them from vulture,NEGATIVE
3454,2020-12-18 06:01:21,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers https://t.co/AinKiXC3Hy",Twitter for Android,157,23,"Bankura, India",know the fact about now forever,POSITIVE
3455,2020-12-18 05:57:18,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers",Twitter for Android,62,3,"Bankura, India",know the fact about now forever,POSITIVE
3456,2020-12-18 05:54:19,"Every Indian is Disappointed of Hypocrisy since 2014-2020 under a incompetent, bullying Govt.

#FarmersDyingModiEnjoying

#IndiansDyingModiLaughing 

#IndiansHungryModiDancing 

#IndiansJoblessModiSenseless

#IndiansPauperModiCroniesRicher 

.  #FarmersProtest #FarmersBill",Twitter for iPhone,0,0,"London, England",every indian disappointed hypocrisy since under incompetent bullying govt,NEGATIVE
3457,2020-12-18 05:51:52,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers https://t.co/7sCkmtMJtw",Twitter for Android,4,0,"हुगली, भारत",know the fact about now forever,POSITIVE
3458,2020-12-18 05:48:02,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers https://t.co/V78tOgsS0K",Twitter for Android,0,0,"Kangra, India",know the fact about now forever,POSITIVE
3459,2020-12-18 05:47:01,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers https://t.co/wwara74i5H",Twitter for Android,5,0,"Veraval, India",know the fact about now forever,POSITIVE
3460,2020-12-18 05:46:26,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers https://t.co/Eul6J8TGjT",Twitter for Android,0,1,Veraval Gir Somnath ,know the fact about now forever,POSITIVE
3461,2020-12-18 05:46:12,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers https://t.co/SfBHek9veT",Twitter for Android,197,41,goghat,know the fact about now forever,POSITIVE
3462,2020-12-18 05:46:06,"Le libbies on #FarmersBill
CC BC(c) @diljitdosanjh
Source: Facebook https://t.co/4iLz6cJiKj",Twitter for Android,0,0,bengalooru,libbies bcc source facebook,NEGATIVE
3463,2020-12-18 05:43:24,"Know the facts about #FarmersBill 
#ModiWithFarmers https://t.co/Z2hzo0pcnM",Twitter for Android,98,17,"Sirsi, India",know the facts about,POSITIVE
3464,2020-12-18 05:43:16,"The sheer audacity of this fanta bottle to communalise any protest in the country is 🤯🤯🤯🤯
#FarmersProtest 
#FarmersBill 
#किसान_एकता_जिंदाबाद 
#किसान_आंदोलन https://t.co/sDR455Tray",Twitter for Android,0,0,couch pe let kar tweet karru. ,the sheer audacity this fanta bottle communalise any protest the country सन_एकत_जदबद सन_आदलन,POSITIVE
3465,2020-12-18 05:38:25,"“Monsters are real, and ghosts are real too. They live inside us” -@StephenKing
And the live among us we must keep fighting to be free of them 

#FarmersProtest #FarmersBill https://t.co/hKw30nQVDC",Twitter for iPhone,0,3,"CHOsen,padildo,leekiehol, kuku",monsters are real and ghosts are real too they live inside and the live among must keep fighting free them,POSITIVE
3466,2020-12-18 05:38:16,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers https://t.co/m87wbdjEVl",Twitter for Android,1,2,"West Bengal, India",know the fact about now forever,POSITIVE
3467,2020-12-18 05:37:05,"Thursday night, at least 2,000 copies of the four-page newsletter — aptly called Trolley Times — reached Singhu and Tikri borders, for circulation Friday.
#FarmersDyingModiEnjoying #DMKforFarmers #FarmersBill 
#rslashmedia https://t.co/rdHceyl9Cc",Twitter Web App,0,0,"Chandigarh, India",thursday night least copies the fourpage newsletter aptly called trolley times reached singhu and tikri borders for circulation friday,NEGATIVE
3468,2020-12-18 05:29:58,"And how many food givers have to sacrifice?

 When will anti-agriculture laws be abolished?  #farmersrprotest #FarmersBill #BoycottAdaniAmbani #agriculture https://t.co/kLNeNYWozx",Twitter for Android,0,0,"Hyderabad, India",and how many food givers have sacrifice when will antiagriculture laws abolished,NEGATIVE
3469,2020-12-18 05:26:56,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers https://t.co/rk6oycK3SV",Twitter for Android,140,32,"Taki, India",know the fact about now forever,POSITIVE
3470,2020-12-18 05:26:08,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers https://t.co/dCE5bIFF8z",Twitter for Android,98,17,Fulbari,know the fact about now forever,POSITIVE
3471,2020-12-18 05:25:45,Farmers started informal schools for the needy. NOT ONLY PROVIDING FOOD ALSO EDUCATION. #supportfarmers #nofarmersnofood #IStandWithFarmers #kisanmazdurektazindabaad #FarmerProtests #FarmersProtest #westandwithfarmers #sikh #sikhs #FarmersBill #FarmLaws https://t.co/WXXv7jl6Oo,Twitter for iPhone,2,0,,farmers started informal schools for the needy not only providing food also education,NEGATIVE
3472,2020-12-18 05:24:56,"Grain stock to be 2.7 times more than needed, reflecting sustained procurement but also a massive problem of plenty.

Read more at:
https://t.co/mv9nQfG4cv

#farmers #agriculture #grains #Procurement #economy #sustainability #SDGs  #FarmersBill #fintech #agritech",Twitter Web App,0,0,,grain stock times more than needed reflecting sustained procurement but also massive problem plenty read more,NEGATIVE
3473,2020-12-18 05:24:37,"@IndiaToday Wtrubbish ? Vulture Pidi dynasty @INCIndia  🤴👸on vacation while these bunch of poor farmers used as fodder,have no idea for what protesting for as #FarmersBill is for their liberty from dynasty looter slavery Need to educate save them from vulture🤴 #FarmersWithModi  @gauravbh",Twitter for iPhone,0,0,,wtrubbish vulture pidi dynasty vacation while these bunch poor farmers used fodderhave idea for what protesting for for their liberty from dynasty looter slavery need educate save them from vulture,NEGATIVE
3474,2020-12-18 05:24:00,"@aajtak Wtrubbish ? Vulture Pidi dynasty @INCIndia  🤴👸on vacation while these bunch of poor farmers used as fodder,have no idea for what protesting for as #FarmersBill is for their liberty from dynasty looter slavery Need to educate save them from vulture🤴 #FarmersWithModi  @gauravbh",Twitter for iPhone,0,0,,wtrubbish vulture pidi dynasty vacation while these bunch poor farmers used fodderhave idea for what protesting for for their liberty from dynasty looter slavery need educate save them from vulture,NEGATIVE
3475,2020-12-18 05:22:40,".@neeraj_rajput
China 🇨🇳 is wearing the enemy down by such tactics.. keeps Taiwan 🇹🇼 on edge without firing a shot..
#China's army tanks take part in mock invasion of #Taiwan
#FridayMotivation
#coronavirus
#FarmersBill

 https://t.co/VfzfroO8hj",Twitter for Android,1,1,"नई दिल्ली, भारत",china wearing the enemy down such tactics keeps taiwan edge without firing shot army tanks take part mock invasion,POSITIVE
3476,2020-12-18 05:21:55,This is the generation the fight is for! #supportfarmers #farmersfeed #nofarmersnofood #IStandWithFarmers #kisanmazdurektazindabaad #FarmerProtests #FarmersProtest #westandwithfarmers #StandWithFarmerChallenge #Sikh #Sikhs #FarmersBill https://t.co/L5FEbXvGKA,Twitter for iPhone,13,35,,this the generation the fight for,POSITIVE
3477,2020-12-18 05:21:01,"How to book and cancel online train ticket officially, watch to know some new rules of #indian #railway 👇
#India #tickets #RahulVaidya #BiggBoss14 #RubinaDilaik #ShonaShona #Sedition #FarmersBill #EkDujeKeVaaste2 #Training #train 
#onlineticketbooking
https://t.co/3qUWEq9Dgz https://t.co/Nyk0SLBsje",Twitter Web App,1,0,India(Retweets aren't endorsed,how book and cancel online train ticket officially watch know some new rules,NEGATIVE
3478,2020-12-18 05:18:56,Listen from Gujrati farmers 👇how they are not allowed to protest in Gujrat plus how hard it is for them to leave Gujrat and come to Singhu border. 👉 https://t.co/tSrLakBdlF. #FarmersDyingModiEnjoying #FarmersBill,Twitter for iPhone,1,3,,listen from gujrati farmers how they are not allowed protest gujrat plus how hard for them leave gujrat and come singhu border,NEGATIVE
3479,2020-12-18 05:18:15,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers https://t.co/emuimmbWie",Twitter for Android,1,1,,know the fact about now forever,POSITIVE
3480,2020-12-18 05:18:06,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers https://t.co/uNHHeEGnv2",Twitter for Android,56,7,"Kalyan Dombivali, India",know the fact about now forever,POSITIVE
3481,2020-12-18 05:14:37,"#about #FarmersBill 
Now n forever
#ModiWithFarmers 
#ModiWithFarmers @BJP4Gujarat @bhikhubhaidbjp @CRPaatil @BharatsinhBjp @jyotikaushal66 @sanampatel3 @PRupala @rajnipatel_mla @DarshiniBJP @BhuralalShah @NiranjanZazmera https://t.co/8Fq661sql5",Twitter for iPhone,0,1,"Bilimora, India",now forever,POSITIVE
3482,2020-12-18 05:13:53,"@Nher_who About time we made him start caring, once again.
#Back2Opposition
#BJPKaScam
#FarmersProtest
#ModiHatesFarmers
#FarmersBill
#FarmersBill2020",Twitter for iPhone,0,0,"Lusaka, Zambia",about time made him start caring once again,POSITIVE
3483,2020-12-18 05:13:43,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers https://t.co/iIXaUabe50",Twitter for Android,4,5,"Subhash Nagar, New Delhi",know the fact about now forever,POSITIVE
3484,2020-12-18 05:13:13,"Know the fact about #FarmersBill 

#ModiWithFarmers https://t.co/hxcSeM0bU3",Twitter for iPhone,5,13,chennai,know the fact about,POSITIVE
3485,2020-12-18 05:10:29,"boAt Stone 230 3 W Bluetooth Speaker (Mono Channel) @ 899₹

https://t.co/se5CtxCf0E

#COVID19 #COVID19Aus #Covid_19 #Flipkart #Corona #coronavirus #Amazon #Deals #INDvAUS #AUSvsIND #India #Australia #boat #speakers #Offer #launch #IndiaFightsCorona #FarmersBill #StayHome #iPhone https://t.co/DK3dpDa6lC",Twitter for Android,0,0,India,boat stone bluetooth speaker mono channel,NEGATIVE
3486,2020-12-18 05:09:40,"The Earthquake shook everything except the conscience of Govt for the Farmers.
#FarmersBill 
#farmersrprotest 
#KisaanSeDeshHai",Twitter for Android,0,1,"Haryana, India",the earthquake shook everything except the conscience govt for the farmers,NEGATIVE
3487,2020-12-18 05:05:34,"Know the fact about #FarmersBill 
Now n forever

#ModiWithFarmers https://t.co/wnoUNkkCHl",Twitter for Android,89,25,"Bidar, India",know the fact about now forever,POSITIVE
3488,2020-12-18 04:58:23,"Most of the farmers realise the benefits of #FarmersBill 

Only few farmers misled by middlemen and opposition parties, are opposing it that too for nothing. 

Reforms and welfare of farmers protected by @narendramodi
Ji. 
#ModiWithFarmers 

@NehaShalini2",Twitter for Android,0,0, Palashipara,most the farmers realise the benefits only few farmers misled middlemen and opposition parties are opposing that too for nothing reforms and welfare farmers protected,POSITIVE
3489,2020-12-18 04:56:59,"More than 20 protesting farmers have lost their lives .
#martyrs #FarmersDyingModiEnjoying #FarmersBill",Twitter Web App,0,0,India,more than protesting farmers have lost their lives,NEGATIVE
3490,2020-12-18 04:55:27,@EPSTamilNadu have you seen #AravindKejriwal tearing #FarmersBill one simple question to you Sir: Who demanded this new bill? Farmers or Ambani and Adani?,Twitter for iPhone,0,0,Karaikudi,have you seen tearing one simple question you sir who demanded this new bill farmers ambani and adani,NEGATIVE
3491,2020-12-18 04:55:02,"You should be ashamed, your song  ASI VADDA GE with such poisonous lyrics is rejected and condemned by protesting farmers leadership from the main stage in Delhi. #FarmersProstests #FarmersBill #tractor2tweeter @DGPPunjabPolice @capt_amarinder @DelhiPolice https://t.co/w4nOnBySnd",Twitter for iPhone,0,3,,you should ashamed your song asi vadda with such poisonous lyrics rejected and condemned protesting farmers leadership from the main stage delhi,NEGATIVE
3492,2020-12-18 04:52:36,"When will modi listen.
#FarmersDyingModiEnjoying
#FarmersBill #FarmersProtests",Twitter Web App,0,0,India,when will modi listen,POSITIVE
3493,2020-12-18 04:52:21,#Delhi people after #COVID19 #DelhiRiots #FarmersBill #Earthquake be like: https://t.co/OsrqFyTnvM,Twitter for Android,0,2,tere ko kya krna hai......,people after like,POSITIVE
3494,2020-12-18 04:52:03,"@logic_nazi @ndtv Antinational? Did u get it from same news media which think they are illiterate too? Thn why even bother with all these e-books? If govt did all they “could”, thousands won’t be on roads #FarmersBill #farmerprotest",Twitter for iPhone,0,0,,antinational did get from same news media which think they are illiterate too thn why even bother with all these ebooks govt did all they could thousands wont roads,NEGATIVE
3495,2020-12-18 04:49:15,"The voices of, who are protesting all across the country must be heard. An industry that feeds you is an industry worth fighting for.
#FarmersBill #ArvindKejriwal #JusticeForFarmers https://t.co/vekmL8vf0e",Twitter for iPhone,0,2,,the voices who are protesting all across the country must heard industry that feeds you industry worth fighting for,POSITIVE
3496,2020-12-18 04:47:36,"Farmers’ protest LIVE updates: DMK observes fast in support of farmers
#DMKforFarmers 
#FarmerDyingModiEnjoying 
#FarmersBill  https://t.co/uSbzl7ivSV",Twitter for iPhone,1,6,India,farmers protest live updates dmk observes fast support farmers,POSITIVE
3497,2020-12-18 04:44:18,"#FarmersBill 
Question : Parliament passed the law with Majority.

🔥 Selective Amnesia.
🔥 Mockery of Proceedings.
🔥 Parliament Passed the law without Proper Vote.
- @PChidambaram_IN 
@KartiPC https://t.co/6wa4D4ReE0",Twitter for Android,3,8,India,question parliament passed the law with majority selective amnesia mockery proceedings parliament passed the law without proper vote,NEGATIVE
3498,2020-12-18 04:43:11,@Jay_Apoorva18 Very detailed analysis.. Must read to know about #FarmersBill,Twitter for Android,0,2,Tiruppur - Bengaluru,very detailed analysis must read know about,POSITIVE
3499,2020-12-18 04:41:42,"Stand for #FarmersBill 
#FarmersProtest",Twitter for Android,0,1,,stand for,POSITIVE
3500,2020-12-18 04:38:59,"The new Agricultural reform laws will create an ecosystem in which farmers &amp; traders have the
freedom and choice to sell and buy agricultural produce. #ModiWithFarmers 
#FarmersBill 
#agriculture 
#IndiaWithFarmers https://t.co/kJH3XTWtUa",Twitter for Android,2,7,"Andhra Pradesh, India",the new agricultural reform laws will create ecosystem which farmers amp traders have the freedom and choice sell and buy agricultural produce,POSITIVE
3501,2020-12-18 04:37:08,The average person knows the truth! #FarmerProtests #farmers #india #gurunanak #sikhs #FarmersBill https://t.co/wLeQLTdzCt,Twitter for iPhone,0,1,NYC,the average person knows the truth,POSITIVE
3502,2020-12-18 04:35:30,"Farmers have been protesting for last 23 days, demanding to  repeal the farm bill.

 #farmersrprotest #FarmersBill #FarmBills2020",Twitter for Android,0,0,"CUTTACK, ODISHA, INDIA",farmers have been protesting for last days demanding repeal the farm bill,NEGATIVE
3503,2020-12-18 04:32:15,#FarmersBill r opposed by farmers and forced upon by modi regime n its blind follower andh bhakts.,Twitter Web App,0,0,"Amritsar, India",opposed farmers and forced upon modi regime its blind follower andh bhakts,NEGATIVE
3504,2020-12-18 04:30:52,The conscience of many of our Punjabi celebrities has died. More than 3 weeks of farmer protests and yet this guy cannot even tweet anything in support but has time for inane stuff to attract more followers. Shame @ranveerbrar  #FarmersBill https://t.co/Qbw7cAU0QK,Twitter for Android,0,1,,the conscience many our punjabi celebrities has died more than weeks farmer protests and yet this guy cannot even tweet anything support but has time for inane stuff attract more followers shame,NEGATIVE
3505,2020-12-18 04:30:27,How can they do that? Is asking for your rights Crime? #FarmersBill #FarmBills2020 #farmeragitation #IndiaWithFarmers #farmersrprotest #FarmerPolitics #Politics @PMOIndia @UPGovt,Twitter for iPhone,0,0,"Lakhimpur kheri,India ",how can they that asking for your rights crime,NEGATIVE
3506,2020-12-18 04:28:51,"#FarmersBill 
#farmersrprotest 
Dangers posed by new Farm Bills! https://t.co/sUMDbB0EeT https://t.co/pMMTJ76Gzy",Twitter for Android,0,0,,dangers posed new farm bills,NEGATIVE
3507,2020-12-18 04:27:26,"@rssurjewala @INCIndia #Socialist structure of #constitutionofindia  is put to stake by letting profiters control entire #supply 
with no base line set

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests 

#Honourable #SupremeCourt #Delhi
@INCIndia #Congress",Twitter Web App,0,0,Chandigarh,structure put stake letting profiters control entire with base line set,NEGATIVE
3508,2020-12-18 04:27:06,"@AamAadmiParty @ArvindKejriwal 
See your real Face 😂😐
Caught you 🤣
#photo 
#FarmerBill2020 #FarmersBill https://t.co/dlPR7c9SWv",Twitter for Android,0,0,,see your real face caught you,POSITIVE
3509,2020-12-18 04:26:45,"The problem isn’t that Modi thinks oppression is the only way to rule. The problem is that he has convinced people to believe oppression is the solution. “Too much democracy” as they say. 

#FarmersDyingModiEnjoying #FarmersBill #BoycottAmbaniAdani #FacebookJioAgainstFarmers",Twitter for iPhone,0,9,"Brampton, Ontario",the problem isnt that modi thinks oppression the only way rule the problem that has convinced people believe oppression the solution too much democracy they say,NEGATIVE
3510,2020-12-18 04:26:38,"@AamAadmiParty @ArvindKejriwal @KapilMishra_IND ji has challenged @ArvindKejriwal ji for the debate on #FarmersBill...plz respond on that...we want real solution on this..please don't do politics 🙏
we don’t want farmers to suffer more...i u r confident then please accept ..🙂 https://t.co/MeHv4moO4g",Twitter for Android,0,5,भारत,has challenged for the debate plz respond thatwe want real solution thisplease dont politics dont want farmers suffer morei confident then please accept,NEGATIVE
3511,2020-12-18 04:25:55,"These are the educated minister of #BJP . They don’t even know the laws and claiming that farmers don’t understand them? This is the problem with most bjp supporters. NO party is bigger than the COUNTRY and its PEOPLE!!!
#FarmersDyingModiEnjoying 
#FarmersBill https://t.co/Pj8I4OddXT",Twitter for iPhone,1,4,,these are the educated minister they dont even know the laws and claiming that farmers dont understand them this the problem with most bjp supporters party bigger than the country and its people,NEGATIVE
3512,2020-12-18 04:24:10,"#FarmersBill 
#farmersrprotest 
Dangers posed by new Farm Bills! https://t.co/kBoiOJffdr",Twitter for Android,3,11,,dangers posed new farm bills,NEGATIVE
3513,2020-12-18 04:22:30,"This legislation aims to create an ecosystem where the 
farmers and traders will enjoy freedom of choice of sale and 
purchase of agri-produce.
#FarmersBill #Modiwithfarmers #FarmBills2020 
@nstomar @narendramodi https://t.co/lhraerqYQo",Twitter for Android,2,4,Aizawl,this legislation aims create ecosystem where the farmers and traders will enjoy freedom choice sale and purchase agriproduce,POSITIVE
3514,2020-12-18 04:18:55,"#FarmersBill #TakeBackFarmLaws #Farmabillsmustberepealed
Save farmers life @PMOIndia @ArvindKejriwal @sunilkjakhar @UNOCHA no amendement vwant# 
Tk prompt action modi https://t.co/CbJanIqKbV v r also waiting to see when u vl act wts happening in India ? #DeathofDemocracyinIndia",Twitter for Android,0,1,,save farmers life amendement vwant prompt action modi also waiting see when act wts happening india,NEGATIVE
3515,2020-12-18 04:17:18,#FarmerProtest #FarmersBill support farmers livelihood so they survive. Stop supporting bills for corporations gain. https://t.co/8ALE2vmYCC,Twitter for iPhone,2,6,Ottawa,support farmers livelihood they survive stop supporting bills for corporations gain,NEGATIVE
3516,2020-12-18 04:16:39,"HOW A GOVT CAN TAKE ADVANTAGE #PANDEMIC #COVID_19 SITUATION, CRISIS OF CITIZEN, CAN PASS #FarmersBill KICKING OUT OPPOSITION INTO DUSTBIN VIOLATING #CONSTITUTIONOFINDIA RULES, WITHOUT ANY DISCUSSION, IN OPEN MAIDAN, ABOLISHING #KRISHI PANNA BAZAR COMMITTEE #MSP, NO MINIMUM PRICE https://t.co/t43k8iesoB",Twitter Web App,2,2,"KOLKATA ,West Bengal .INDIA .",how govt can take advantage situation crisis citizen can pass kicking out opposition into dustbin violating rules without any discussion open maidan abolishing panna bazar committee minimum price,NEGATIVE
3517,2020-12-18 04:13:29,Why is our PM not addressing the farmers on dharna instead addressing Farmers(most will be paid to come to the meet) in MP #farmersrprotest #FarmersBill #FarmersDyingModiEnjoying #FarmersProtestHijacked,Twitter for iPhone,0,0,Bangalore,why our not addressing the farmers dharna instead addressing farmersmost will paid come the meet,NEGATIVE
3518,2020-12-18 04:07:25,"According to some bhakts.. 
#StandWithFarmers  #FarmersProtests  #FarmersBill https://t.co/d4mobDNmgz",Twitter Web App,0,2,Pink city,according some bhakts,NEGATIVE
3519,2020-12-18 04:03:42,"#FarmersBill #TakeBackFarmLaws #Farmabillsmustberepealed
Save farmers life @PMOIndia @ArvindKejriwal @sunilkjakhar @UNOCHA",Twitter for Android,0,0,jalandhar city,save farmers life,POSITIVE
3520,2020-12-18 04:03:40,"@DSSTrending 
#Socialist structure of #constitutionofindia  is put to stake by letting profiters control entire #supply 
with no base line set

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests 

#Honourable #SupremeCourt #Delhi
#pav",Twitter Web App,0,0,Chandigarh,structure put stake letting profiters control entire with base line set,NEGATIVE
3521,2020-12-18 04:00:54,"Jai Mata Di
#Socialist structure of #constitutionofindia  is put to stake by letting profiters control entire #supply 
with no base line set

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests 

#Honourable #SupremeCourt #Delhi",Twitter Web App,0,0,Chandigarh,jai mata structure put stake letting profiters control entire with base line set,NEGATIVE
3522,2020-12-18 04:00:48,"#FarmersProtests
#AdaniAmbaniGang
#FacebookJioAgainstFarmers
#FarmersBill
#FarmersProtests
Support farmers today and save your future https:
#FarmersProtest https://t.co/SLZaTGhfu0",Twitter for Android,0,2,,support farmers today and save your future,POSITIVE
3523,2020-12-18 04:00:23,"#DieselPrice 
#Socialist structure of #constitutionofindia  is put to stake by letting profiters control entire #supply 
with no base line set

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests 

#Honourable #SupremeCourt #Delhi",Twitter Web App,0,0,Chandigarh,structure put stake letting profiters control entire with base line set,NEGATIVE
3524,2020-12-18 03:58:59,"#DMKforFarmers 
#Socialist structure of #constitutionofindia  is put to stake by letting profiters control entire #supply 
with no base line set

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests 

#Honourable #SupremeCourt #Delhi",Twitter Web App,1,1,Chandigarh,structure put stake letting profiters control entire with base line set,NEGATIVE
3525,2020-12-18 03:58:13,"#DisasterRelief 
#Socialist structure of #constitutionofindia  is put to stake by letting profiters control entire #supply 
with no base line set

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests 

#Honourable #SupremeCourt #Delhi",Twitter Web App,0,0,Chandigarh,structure put stake letting profiters control entire with base line set,NEGATIVE
3526,2020-12-18 03:56:33,"#earthquake
#Socialist structure of #constitutionofindia  is put to stake by letting profiters control entire #supply 
with no base line set

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests 

#Honourable #SupremeCourt #Delhi",Twitter Web App,0,0,Chandigarh,structure put stake letting profiters control entire with base line set,NEGATIVE
3527,2020-12-18 03:56:24,"#earthquake
#Socialist structure of #constitutionofindia  is put to stake by letting profiters control entire #supply 
with no base line set

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests 

#Honourable #SupremeCourt #Delhi
#earthquake",Twitter Web App,0,0,Chandigarh,structure put stake letting profiters control entire with base line set,NEGATIVE
3528,2020-12-18 03:52:33,"Back on Twitter just to support kissan morcha!
#FarmersDyingModiEnjoying #farmersprotest #FarmersBill",Twitter for iPhone,0,0,Earth,back twitter just support kissan morcha,NEGATIVE
3529,2020-12-18 03:50:06,WAH WAH WAH - Everyone is a hero in @republic it seems. Look at the guts of this guy. Brilliant 😍😍#FarmersProtest #FarmersBill https://t.co/GABDZMI018,Twitter for iPhone,0,0,Ki Farak Penda,wah wah wah everyone hero seems look the guts this guy brilliant,POSITIVE
3530,2020-12-18 03:49:57,"#Socialist structure of #constitutionofindia  is put to stake by letting profiters control entire #supply 
with no base line set

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests 

#Honourable #SupremeCourt #Delhi",Twitter Web App,1,1,Chandigarh,structure put stake letting profiters control entire with base line set,NEGATIVE
3531,2020-12-18 03:48:30,"#Socialist structure of #constitutionofindia  is #put #to #stake #by #letting #profiters #control #entire #supply #chain 

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests 

#Honourable #SupremeCourt #Delhi
so I feel https://t.co/YkNNGLnP4O",Twitter Web App,2,3,Chandigarh,structure feel,POSITIVE
3532,2020-12-18 03:47:48,"@sursodhi #Socialist structure of #constitutionofindia  is #put #to #stake #by #letting #profiters #control #entire #supply #chain 

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests 

#Honourable #SupremeCourt #Delhi
so I feel",Twitter Web App,0,0,Chandigarh,structure feel,POSITIVE
3533,2020-12-18 03:47:33,"@bijugovind #Socialist structure of #constitutionofindia  is #put #to #stake #by #letting #profiters #control #entire #supply #chain 

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests 

#Honourable #SupremeCourt #Delhi
so I feel",Twitter Web App,0,0,Chandigarh,structure feel,POSITIVE
3534,2020-12-18 03:47:15,"@IndiaToday #Socialist structure of #constitutionofindia  is #put #to #stake #by #letting #profiters #control #entire #supply #chain 

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests 

#Honourable #SupremeCourt #Delhi
so I feel",Twitter Web App,0,0,Chandigarh,structure feel,POSITIVE
3535,2020-12-18 03:45:45,"Pls, they are the feeders.. 🙏🙏
@BoizzSarcastic 
#FarmersBill #FarmersBill2020 https://t.co/GAIq9lfeSu",Twitter for Android,0,3,"Gurgaon, India",pls they are the feeders,NEGATIVE
3536,2020-12-18 03:44:08,"Support farmers for humanity... 

#ModiSellingFarmers #HumanRights4farmers #isupportfarmers #BoycottRelianceProducts #BoycottAdaniAmbani #BoycottAmbaniAdani #BoycottJioSIM #FarmersBill @PunjabSpectrum #agriculture #Punjab #FarmersProtest #tractor2ਟਵਿਟਰ #kisanandolan #agriculture https://t.co/tIuMe36pcw",Twitter for Android,1,3,"ਗੁਰਦਾਸਪੁਰ,  ਪੰਜਾਬ ",support farmers for humanity,POSITIVE
3537,2020-12-18 03:38:17,"#Socialist #structure #of #constitution #is #put #to #stake #by #letting #profiters #control #entire #supply #chain 

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests 

#Honourable #SupremeCourt #Delhi
so I feel https://t.co/tCg0cRLdTq",Twitter Web App,0,1,Chandigarh,feel,POSITIVE
3538,2020-12-18 03:35:46,"The protest sites have become institutions in the purest form celebrating intellectualism. 
#FarmersProtests #FarmersProtest #FarmersBill #farmer #FarmerBill2020 #StandWithFarmers 
#KisanEktaZindaabaad https://t.co/ItclyEo0HI",Twitter for Android,0,0,,the protest sites have become institutions the purest form celebrating intellectualism,POSITIVE
3539,2020-12-18 03:34:50,"If you ate today... Thank a #farmer 🚜🌾. Please keep #farmers and all those protesting in your prayers 🙏🏻. 
#NoFarmersNoFoodNoFuture #FarmersBill #farmersprotest #TakeBackFarmerBills2020 #DigitalKisanMorcha #Digitalkisan #BoycottAdaniAmbani https://t.co/beTt3cwNoQ",Twitter for iPhone,0,3,,you ate today thank please keep and all those protesting your prayers,POSITIVE
3540,2020-12-18 03:31:06,"#Socialist #structure #of #constitution #of #India #is #put #to #stake #by #letting #profiters #control #entire #supply #chain

#FarmersBill #farmsbill2020 #tractor2tweeter #FarmersProtest #agriculture #FarmersProtests

thats my opinion
not sure #honorable #SupremeCourt
#Delhi",Twitter Web App,0,0,Chandigarh,thats opinion not sure,NEGATIVE
